name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
Westend Apartment,,Vesterbro-Kongens Enghave,55.67297318074286,12.552849694432382,Entire home/apt,850.0,1,8,2.96,1,1,8,
Two room apartment Copenhagen/Østerbro,,sterbro,55.71226872063232,12.572481634807414,Entire home/apt,699.0,2,5,1.83,1,281,5,
"Dejligt byhus tæt på by, natur & hav",,Amager Vest,55.661177023860056,12.58524053121338,Entire home/apt,799.0,1,0,,1,0,0,
Skøn lejlighed med altan på Amager,,Amager st,55.65243753598583,12.616363307067235,Entire home/apt,1000.0,3,1,0.39,1,279,1,
"Big, modern apartment in the heart of Copenhagen",,Indre By,55.68544033285636,12.5698946043849,Entire home/apt,3500.0,4,2,1.58,1,362,2,
Lejlighed i høj kvalitet,,Frederiksberg,55.674766,12.5420656,Entire home/apt,2750.0,1,0,,1,362,0,
Perfect for a small family w/kids,,Vesterbro-Kongens Enghave,55.6662802,12.5537334,Entire home/apt,1300.0,1,5,1.76,1,358,5,
3 Bedrooms - 6 People - Østerbro - Østerbro - 3 Bedrooms - 6 People (1501-1),,sterbro,55.70705640683367,12.588725800387484,Entire home/apt,1643.0,1,2,0.97,179,90,2,
"Østerbro 1BR w/ W/D, nr Parken",,sterbro,55.7009297,12.5772024,Entire home/apt,1253.0,30,0,,16,13,0,
Københavns bedste udsigt - 10 minutter fra centrum,,Valby,55.664078578203686,12.51646500080824,Entire home/apt,3100.0,1,3,1.36,1,0,3,
Bright room with double bed and amazing view,,sterbro,55.70826,12.55974,Private room,659.0,1,5,2.54,1,209,5,
Copenhagen Apartment,,sterbro,55.7096303,12.5768655,Entire home/apt,750.0,3,3,1.25,1,0,3,
Cozy apartment,,Amager Vest,55.66588348676281,12.59606657916428,Entire home/apt,950.0,1,1,1.0,1,0,1,
"Lovely 3-bedroom right on the water, 12min to city",,Vesterbro-Kongens Enghave,55.64667421796452,12.549089656468174,Entire home/apt,1500.0,3,3,1.22,1,54,3,
Lovely central apartment with balcony,,Vesterbro-Kongens Enghave,55.67052038453183,12.554187342879075,Entire home/apt,907.0,4,6,2.69,1,36,6,
Øverst beliggende 4v med gratis privat parkering.,,Vesterbro-Kongens Enghave,55.64921,12.54992,Entire home/apt,2240.0,5,1,0.54,1,342,1,
Spacious apartment in the heart of Copenhagen,,Nrrebro,55.68699601958512,12.558660842478275,Entire home/apt,1500.0,1,1,1.0,1,130,1,
Cosy apartment located near the citycenter,,Vesterbro-Kongens Enghave,55.671955374879424,12.547180830688486,Entire home/apt,700.0,4,1,0.52,1,0,1,
Beautiful designer flat with cozy green courtyard,,Nrrebro,55.6981114,12.5380038,Entire home/apt,700.0,2,5,1.76,1,168,5,
2 værelses lejlighed på Frederiksberg,,Nrrebro,55.69227972971977,12.53618101891081,Entire home/apt,600.0,4,0,,1,266,0,
Cozy one-bedroom apt. in the heart of Copenhagen,,Nrrebro,55.69684523502738,12.53949377060901,Entire home/apt,957.0,1,1,0.65,1,15,1,
"Renovated, big apartment 10 min. from central st.",,Vesterbro-Kongens Enghave,55.66981282204125,12.549405760216285,Entire home/apt,1600.0,2,4,1.9,1,61,4,
Nice and cosy apartment with balcony in Vesterbro,,Vesterbro-Kongens Enghave,55.66852285507551,12.546519791599485,Entire home/apt,686.0,3,3,1.88,1,38,3,
Cozy apartment in the cool neighborhood  Norrebro.,,Nrrebro,55.70512430301736,12.544009799475116,Entire home/apt,701.0,3,7,3.44,1,20,7,
Lovely apartment in the heart of Copenhagen,,Indre By,55.67590262181463,12.57188443795341,Entire home/apt,2489.0,1,7,4.12,6,361,7,
"Room in a shared apartment, with free parking",,Vanlse,55.69905505035007,12.521014108795256,Private room,600.0,1,9,3.18,5,341,9,
3 bedroom apartment  in the centre of Copenhagen,,Vesterbro-Kongens Enghave,55.67276954852327,12.560753597477332,Entire home/apt,1400.0,5,1,0.42,1,37,1,
Cozy apartment in the south of Copenhagen,,Amager st,55.668009575557306,12.615548819303513,Entire home/apt,2000.0,1,0,,1,365,0,
Skøn lejlighed tæt på Utterslev Mose,,Brnshj-Husum,55.70634398684497,12.487086645063028,Entire home/apt,600.0,2,4,1.79,1,274,4,
Bright and cozy flat in the center of Copenhagen,,Indre By,55.689387,12.573822,Entire home/apt,1825.0,3,0,,1,363,0,
145 m2 designer home with balcony and grill,,Vesterbro-Kongens Enghave,55.67108,12.54384,Entire home/apt,2150.0,3,0,,1,267,0,
Vidunderlig villa med god beliggenhed i København,,Valby,55.66497709999999,12.4867165,Entire home/apt,1995.0,3,0,,1,329,0,
Skøn lejlighed tæt på centrum med udgang til gård.,,sterbro,55.7059694,12.5793122,Entire home/apt,831.0,5,0,,1,353,0,
Skøn og rummelig lejlighed lige ved søerne,,Nrrebro,55.69055556762008,12.565036418457254,Entire home/apt,1100.0,2,5,2.34,1,25,5,
Quiet and cozy place for the solo traveler,,Indre By,55.69755069502186,12.591489869311507,Shared room,279.0,1,9,3.18,1,0,9,
Lys og åben lejlighed i hjertet af Nørrebro,,Nrrebro,55.68932090773291,12.5423923992012,Entire home/apt,900.0,3,4,1.58,1,8,4,
Family apartment next to the lakes and metro,,Frederiksberg,55.6841969,12.5546356,Entire home/apt,2099.0,2,4,1.6,1,19,4,
Unik lejlighed med udsigt over Søerne,,sterbro,55.69362687050527,12.571969274038084,Entire home/apt,1057.0,4,2,1.2,1,20,2,
Best location in town - Studio and cozy,,Nrrebro,55.68439551612454,12.55722605819701,Entire home/apt,920.0,2,4,4.0,1,148,4,
Skøn lejlighed med stranden i baghaven,,Amager st,55.6674338,12.6220076,Entire home/apt,800.0,2,3,1.41,1,280,3,
Newly renovated 3BR townhouse with free parking,,Brnshj-Husum,55.70651179142526,12.50354714691639,Entire home/apt,1400.0,5,0,,1,22,0,
Klassisk nyrenoveret Københavnerlejlighed.,,sterbro,55.708102,12.584196,Entire home/apt,1100.0,3,7,4.04,1,323,7,
Lovely quiet bedroom in great spot of Copenhagen,,sterbro,55.71161365195675,12.554939003122191,Private room,628.0,1,4,1.45,3,355,4,
Lille perle på Nørrebro,,Nrrebro,55.68727638487714,12.548648349831566,Entire home/apt,975.0,4,4,2.67,1,238,4,
Skøn lejlighed med altan og gratis parkering,,Vesterbro-Kongens Enghave,55.64629383596662,12.526134148239176,Entire home/apt,700.0,2,8,3.87,1,328,8,
Private cozy room with private toilet- city center,,Vesterbro-Kongens Enghave,55.66592887205002,12.540084303115508,Private room,680.0,4,7,4.38,1,153,7,
Stor børnevenlig lejlighed med god udsigt,,Vesterbro-Kongens Enghave,55.66689173185422,12.551616044435058,Entire home/apt,1800.0,3,3,1.1,1,88,3,
Lovely 1-bedroom apartment in Copenhagen,,Amager Vest,55.6649769,12.5988238,Entire home/apt,927.0,2,6,2.37,1,59,6,
Charming appartment in the middle of cool Nørrebro,,Nrrebro,55.694195492196286,12.543958649039268,Entire home/apt,1100.0,1,6,2.54,1,365,6,
Cosy apartment close to the Lakes and city centre,,Frederiksberg,55.6765646,12.5540977,Entire home/apt,1200.0,5,2,0.81,1,7,2,
Stor lys lejlighed på skønne Østerbro,,sterbro,55.709499387528,12.57221999443767,Entire home/apt,1429.0,1,0,,1,361,0,
Minimalistisk lejlighed med trappe til gårdhave,,Vanlse,55.6935292,12.4987436,Entire home/apt,650.0,2,2,1.46,1,1,2,
Skøn lejlighed med 2 altaner og gratis parkering,,Bispebjerg,55.70595602792897,12.537662163376808,Entire home/apt,1150.0,4,2,2.0,1,1,2,
Charming apartment in central Copenhagen,,Indre By,55.67379820106318,12.593695311867435,Entire home/apt,950.0,4,2,0.95,1,0,2,
Nørrebro apartment for small family or couple,,Nrrebro,55.6891979,12.5432019,Entire home/apt,1099.0,2,0,,1,266,0,
"Skøn lejlighed med gårdhave, central beliggenhed",,Frederiksberg,55.67307820831354,12.544590542045215,Entire home/apt,1500.0,3,3,1.23,1,3,3,
Hyggelig villalejlighed,,Brnshj-Husum,55.7020904,12.5051031,Entire home/apt,700.0,4,1,0.42,1,45,1,
Great apartment in the heart of Copenhagen,,Vesterbro-Kongens Enghave,55.670689552149824,12.548508333874906,Entire home/apt,890.0,1,3,1.7,1,0,3,
Super Central - Inner City - 6 Bedrooms - Super Central - Inner City - 6 Bedrooms - Huge Apa (1502-1),,Indre By,55.68162716255544,12.577274082017825,Entire home/apt,2811.0,1,4,1.88,179,274,4,
Cozy designer room in the heart of Copenhagen,,Indre By,55.68141176160468,12.581279307600862,Private room,589.0,2,12,6.92,1,310,12,
Bright apartment  with lovely canal view,,Vesterbro-Kongens Enghave,55.64789244965981,12.547120174276424,Entire home/apt,1065.0,6,1,0.54,1,266,1,
NEW | LUXURY l BEST LOCATION CPH l 90 SQM l,,Indre By,55.68026212749799,12.57727489623752,Entire home/apt,2500.0,2,2,0.94,1,91,2,
Islands Brygge / Balcony / City Beach / Parking,,Amager Vest,55.65311090238594,12.5656084343791,Entire home/apt,1100.0,7,2,1.25,1,26,2,
Cozy scandi apartment in the heart of CPH,,Indre By,55.679237431350906,12.580731043009642,Entire home/apt,2500.0,5,0,,2,365,0,
Cozy Vesterbro apartment,,Vesterbro-Kongens Enghave,55.66497948539359,12.538429275155067,Entire home/apt,993.0,2,4,1.88,1,0,4,
Wonderful house in beautiful Copenhagen,,Brnshj-Husum,55.70286297502373,12.493526526479265,Entire home/apt,2800.0,5,2,0.82,1,190,2,
Lovely 3-bedroom loft in Copenhagen (Nørrebro),,Nrrebro,55.69234308132058,12.553053580179014,Entire home/apt,1600.0,3,1,0.46,1,0,1,
Very nice apartment:),,Amager Vest,55.66752391683703,12.592748947552067,Entire home/apt,1000.0,6,0,,1,267,0,
Modernized Vesterbro apartment in the heart of CPH,,Vesterbro-Kongens Enghave,55.66507679999999,12.5534401,Entire home/apt,950.0,1,2,0.76,1,364,2,
Skøn 77 kvm lejlighed tæt på Valby st.,,Valby,55.6634373,12.5003553,Entire home/apt,544.0,1,6,2.28,1,22,6,
2-Zimmer Wohnung in der Nähe des Zentrums & Strand,,Amager st,55.660519530884585,12.620469426535522,Entire home/apt,750.0,2,4,1.56,1,9,4,
Skøn villalejlighed med have tæt på strand/metro,,Amager st,55.66150592458969,12.61491438630863,Entire home/apt,1400.0,5,0,,1,273,0,
Totalrenoveret lejlighed tæt på Parken,,sterbro,55.71217155253253,12.566463388502598,Entire home/apt,700.0,60,1,1.0,1,280,1,
"Dejligt byhus i charmerende,roligt kvarter.",,sterbro,55.7102,12.55779,Entire home/apt,1250.0,2,1,0.61,1,275,1,
A wonderful place to stay in CPH.,,Vanlse,55.6909765306021,12.508122995495796,Entire home/apt,1000.0,2,0,,3,340,0,
Stille designer lejlighed med bedste location,,Frederiksberg,55.67661893834004,12.549983225762844,Entire home/apt,1425.0,3,6,3.46,2,241,6,
Cozy bohemian living on Jægersborggade,,Nrrebro,55.6931363887729,12.544438940668098,Entire home/apt,1000.0,2,3,1.27,1,357,3,
Skøn lejlighed i København med havudsigt,,Amager Vest,55.660275514735225,12.569299696759185,Entire home/apt,800.0,1,1,0.71,1,63,1,
"Luxury 230m2, 3BR Penthouse w/ private roofterrace",,Indre By,55.69513831018775,12.575417127067173,Entire home/apt,2000.0,4,1,1.0,1,324,1,
"Beautiful, bright, balcony appartment",,Nrrebro,55.70232370132872,12.548093705668494,Entire home/apt,900.0,14,0,,1,68,0,
Renovated apartment in Copenhagen.,,sterbro,55.704047,12.58849,Entire home/apt,1200.0,7,1,0.65,1,363,1,
Hyggelig kvistlejlighed i indre København,,Indre By,55.69084480945888,12.57614716887474,Entire home/apt,1100.0,4,4,1.97,1,4,4,
"Skøn lejlighed i baghus på
Nørrebro",,Nrrebro,55.691466,12.54399,Entire home/apt,1510.0,3,1,0.43,1,109,1,
Cozy apartment close to metro,,Nrrebro,55.69748953138137,12.549722626814056,Entire home/apt,914.0,3,9,3.8,1,24,9,
Lys lejlighed på attraktive Nørrebro,,Nrrebro,55.6945436,12.5459403,Entire home/apt,1100.0,2,2,1.54,1,3,2,
Beautiful 2 floor Villa apartement in Copenhagen,,Vanlse,55.68974480000001,12.5040198,Entire home/apt,3500.0,2,3,1.53,1,49,3,
"Spacious flat in Vesterbro, Copenhagen",,Vesterbro-Kongens Enghave,55.66833428782722,12.542587420623772,Entire home/apt,1353.0,5,2,0.97,1,9,2,
Central lejlighed med gårdhave,,Vesterbro-Kongens Enghave,55.6682163,12.5488677,Entire home/apt,800.0,1,0,,1,267,0,
Chamerende lys Lejlighed i hjertet af Østerbro!,,sterbro,55.70850290980567,12.58768935942981,Entire home/apt,1150.0,3,1,0.64,1,364,1,
To-etagers lejlighed i roligt børnevenligt kvarter,,Nrrebro,55.70907704242639,12.552059255540373,Entire home/apt,1500.0,2,3,1.15,1,265,3,
Skøn lejlighed med gratis parkering på stedet,,Nrrebro,55.69859453290906,12.54719205200672,Entire home/apt,1000.0,4,0,,1,0,0,
Penthouse in charming Copenhagen,,Nrrebro,55.7009462,12.5503823,Entire home/apt,1900.0,2,1,0.79,1,0,1,
bohemian apartment with the best green view in Cph,,Nrrebro,55.69377,12.54843,Entire home/apt,2500.0,3,1,0.86,1,85,1,
Hyggelig lejlighed i gåafstand til Hovedbanegården,,Vesterbro-Kongens Enghave,55.66577402422293,12.555741138180013,Entire home/apt,918.0,2,5,2.21,1,0,5,
Beautiful apartment in Østerbro,,sterbro,55.70283176300078,12.579428878876042,Entire home/apt,2000.0,1,0,,1,349,0,
Lys og solrig lejlighed i hjertet af Nørrebro,,Nrrebro,55.69394980000001,12.544266,Entire home/apt,979.0,3,3,1.8,1,112,3,
Luksuriøs lejl. i hjertet af Frederiksberg,,Frederiksberg,55.67958003743024,12.533786443228706,Private room,564.0,1,17,6.99,1,18,17,
"Lækkert hus med stor stue, skøn have + udekøkken.",,Vesterbro-Kongens Enghave,55.643293284671806,12.535595786989344,Entire home/apt,900.0,3,3,1.17,1,1,3,
Skøn lejlighed i trendy Carlsbergbyen,,Vesterbro-Kongens Enghave,55.6658469,12.5323085,Entire home/apt,1150.0,5,1,0.51,1,294,1,
Bright and big - direct access to roof top terrace,,Valby,55.6562705,12.5106914,Entire home/apt,800.0,1,6,2.57,1,0,6,
Stille værelse i populært område ved Værnedamsvej,,Frederiksberg,55.67657869354722,12.549161735406576,Private room,1150.0,3,3,1.8,2,235,3,
Cosy apartment in Vestamager by the nature reserve,,Amager Vest,55.6200333,12.5735009,Private room,312.0,1,12,6.21,1,0,12,
Cozy apartment close to the beach,,Amager st,55.64403927754564,12.617053452143484,Entire home/apt,800.0,5,0,,2,0,0,
Bright DESIGNER HOUSE near city center & beach,,Amager st,55.65556096237536,12.62723681733193,Entire home/apt,1450.0,2,1,0.47,1,3,1,
New modern apartment with 2 balconies,,Vesterbro-Kongens Enghave,55.6679487,12.5339657,Entire home/apt,1100.0,3,1,0.6,1,146,1,
"Big colorful apartment, with beautiful light",,Frederiksberg,55.6927190566453,12.533624354554934,Entire home/apt,980.0,2,5,2.34,1,317,5,
"Big apartment, central location, private balcony",,Amager Vest,55.6633473,12.5994234,Entire home/apt,1150.0,1,7,2.96,1,0,7,
Hyggelig lejlighed i hjertet af Nørrebro,,Nrrebro,55.6916999,12.5561627,Entire home/apt,652.0,5,3,1.23,1,82,3,
"Charming, old arpartment with balcony in Nørrebro",,Nrrebro,55.69609180744919,12.539108346639413,Entire home/apt,725.0,3,2,2.0,1,0,2,
Cozy apartment near vibrant Nørrebro,,Bispebjerg,55.70889948577455,12.520192600786686,Entire home/apt,900.0,2,1,0.52,1,3,1,
"Dejligt byhus med have. Tæt på strand, natur og by",,Valby,55.65454056396177,12.520421169311511,Entire home/apt,1700.0,2,5,2.31,1,35,5,
Central flat by the lakes with private terraces,,Nrrebro,55.69230617442899,12.564819194376469,Entire home/apt,1600.0,5,1,0.45,1,85,1,
Cozy and bright apartment close to the city,,Bispebjerg,55.70157981964687,12.520886421712191,Entire home/apt,950.0,4,1,0.59,1,87,1,
Skøn lejlighed tæt på natur og by,,Vesterbro-Kongens Enghave,55.64538908156888,12.525931605798238,Entire home/apt,1100.0,2,0,,1,355,0,
"Cosy flat in quiet area, near city center",,Bispebjerg,55.70695107604443,12.537043032829438,Entire home/apt,522.0,2,5,2.08,2,0,5,
Familievenlig lejlighed med hyggelig gård,,Valby,55.6605012,12.5187437,Entire home/apt,10000.0,1,0,,1,364,0,
Skøn lejlighed København på fantastiske Nørrebro,,Nrrebro,55.692929966034,12.545868046581743,Entire home/apt,800.0,1,12,4.39,1,25,12,
Stor lejlighed i hjertet af Frederiksberg,,Frederiksberg,55.68002606479935,12.532262068927434,Entire home/apt,1700.0,3,3,1.2,1,8,3,
"Large, light and cozy apartment in Copenhagen V",,Vesterbro-Kongens Enghave,55.66529510885093,12.54434321075678,Entire home/apt,1400.0,4,3,1.41,1,7,3,
"Lejlighed med lille altan, i hjertet af Vesterbro",,Vesterbro-Kongens Enghave,55.66868427777355,12.54790049046278,Entire home/apt,1228.0,1,4,2.61,1,127,4,
Bright & homey apartment in the heart of Nørrebro,,Nrrebro,55.68706203309426,12.554907654808307,Entire home/apt,943.0,2,2,0.82,1,28,2,
Bright two bedroom apartment in vibrant Nørrebro,,Nrrebro,55.7000232858315,12.549575271388989,Entire home/apt,750.0,16,0,,1,61,0,
Lovely apartment in cozy oesterbro Copenhagen,,sterbro,55.70331,12.58932,Entire home/apt,1064.0,1,1,0.52,1,299,1,
Cozy apartment with a balcony located in Nørrebro,,Nrrebro,55.69460179928426,12.55027627536414,Entire home/apt,1900.0,1,7,2.76,1,0,7,
Lejlighed i Valby,,Valby,55.666173395611736,12.505989019964987,Entire home/apt,1000.0,3,0,,1,357,0,
"Cozy appartement in Vesterbro, Copenhagen",,Vesterbro-Kongens Enghave,55.66894126952703,12.542231821743936,Entire home/apt,1500.0,1,4,2.4,2,208,4,
Family friendly & central located apartment,,Amager st,55.65962063811249,12.610198065081772,Entire home/apt,1600.0,7,0,,1,0,0,
"Cozy appartement in Vesterbro, Copenhagen",,Vesterbro-Kongens Enghave,55.66879048023676,12.542743933543964,Entire home/apt,1000.0,1,3,1.48,2,208,3,
Dejlig og nyrenoveret lejlighed i København,,Amager Vest,55.663931069584,12.595009803771973,Private room,500.0,3,2,0.82,1,149,2,
220 kvm med eget fitness og parkering,,Frederiksberg,55.69524763119357,12.529911920428276,Entire home/apt,1000.0,1,0,,1,274,0,
Amazing Luxury Apartment - Best Location in CPH,,sterbro,55.70441,12.58004,Entire home/apt,2500.0,2,2,1.22,1,266,2,
Skøn lejlighed med altan og masser af plads,,Frederiksberg,55.68069911917795,12.503527141788943,Entire home/apt,1000.0,5,0,,1,87,0,
Lille lys og hyggelig studio lejlighed,,Nrrebro,55.70324,12.55107,Entire home/apt,778.0,2,9,4.03,1,10,9,
Hyggelig lejlighed i Københavns Nordvest-kvarter,,Bispebjerg,55.70183,12.52436,Entire home/apt,650.0,2,3,1.45,1,297,3,
Cozy apartment in the heart of Copenhagen,,Nrrebro,55.68658086881888,12.548258530816709,Entire home/apt,1129.0,2,1,0.71,1,169,1,
Skøn lejlighed i indre København med altan.,,Indre By,55.68461928044882,12.568718120455742,Entire home/apt,1800.0,2,0,,1,98,0,
Lovely apartment close to city center,,sterbro,55.71030289999999,12.5582715,Entire home/apt,821.0,4,2,0.87,1,80,2,
Lys og nyistandsat lejlighed på Indre Nørrebro,,Nrrebro,55.69293949999999,12.5556193,Entire home/apt,2000.0,3,5,2.08,1,356,5,
Fantastic apartment with large sunny balcony.,,Indre By,55.68542693910692,12.588200457672114,Entire home/apt,2000.0,5,2,1.4,1,353,2,
Roligt hjem i hjertet af Frederiksberg,,Frederiksberg,55.67779554076232,12.52681044250383,Entire home/apt,950.0,14,1,0.68,1,171,1,
Skøn 2 værelses lejlighed med altan. Tæt på metro,,Amager st,55.66463664430403,12.616174444556236,Entire home/apt,700.0,3,7,3.18,1,148,7,
Central apartment with balcony,,Vesterbro-Kongens Enghave,55.66430081294379,12.543726693012728,Entire home/apt,1100.0,2,4,2.0,1,154,4,
Apartment in the heart of Nørrebro,,Nrrebro,55.69281713953161,12.545117363333704,Entire home/apt,1089.0,3,6,2.81,1,9,6,
Spacious modern apartment close to city center!!,,sterbro,55.6973195,12.5935146,Entire home/apt,1200.0,3,1,0.47,1,245,1,
Skøn personlig lejlighed lige ved Enghave Plads,,Vesterbro-Kongens Enghave,55.66901328991423,12.541519850492476,Entire home/apt,950.0,2,4,2.61,1,3,4,
Light & cozy apartment close to the Beach and City,,Amager st,55.6641656983672,12.62239828611766,Entire home/apt,1800.0,1,4,2.11,1,272,4,
Lovely 2-bedroom apartment in the center of Cph,,sterbro,55.7135027,12.568942,Entire home/apt,800.0,1,4,1.56,1,0,4,
Skøn lejlighed med gårdhave på Østerbro,,sterbro,55.70666533259276,12.584599506117517,Entire home/apt,990.0,3,4,2.35,2,237,4,
"60’s appartement, roof terrace and free parking",,Frederiksberg,55.67078129999999,12.5341879,Entire home/apt,1080.0,5,0,,2,8,0,
Stor familielejlighed med kæmpe gård,,sterbro,55.7102742,12.5690454,Entire home/apt,850.0,4,1,0.52,1,85,1,
Private room in Copenhagen - cosy and light!,,Amager st,55.66558628084574,12.607617103171629,Private room,450.0,3,1,0.64,1,42,1,
Gorgeous apartment in central Frederiksberg!,,Frederiksberg,55.67307304390695,12.541959203397548,Entire home/apt,2250.0,3,1,0.6,1,119,1,
Cosy spacious apartment in the heart of Copenhagen,,Indre By,55.68628920504073,12.616234364377288,Entire home/apt,3000.0,2,1,0.61,1,289,1,
Lovely apartment surrounded by water,,Vesterbro-Kongens Enghave,55.64956746712256,12.5526431121643,Entire home/apt,1900.0,2,5,2.78,1,61,5,
Lejlighed i København,,Nrrebro,55.68942381139361,12.560192223644028,Entire home/apt,1000.0,1,3,1.64,1,83,3,
Amazing apartment in the heart of bubbly Nørrebro,,Nrrebro,55.701982712077296,12.542220242321491,Entire home/apt,1500.0,3,1,0.71,1,363,1,
Lovely 1-bedroom apartment in central Copenhagen,,Nrrebro,55.691931894539486,12.561661515282712,Entire home/apt,650.0,1,2,0.94,1,0,2,
Bright and charming apartment near beach & metro,,Amager st,55.66020788190816,12.618203139338,Entire home/apt,650.0,4,1,0.55,1,266,1,
Flat in the lovely  neighbourhood Frederiksberg,,Frederiksberg,55.67479920666116,12.54034232450818,Entire home/apt,3500.0,3,3,1.8,1,24,3,
Nice apartment close to metro and the central city,,Amager Vest,55.66470206815981,12.581864632666113,Entire home/apt,1000.0,5,2,0.88,2,273,2,
"Skøn lejlighed i København Ø. 
God placering",,sterbro,55.70596490560568,12.578121609985828,Entire home/apt,1300.0,3,0,,1,350,0,
Lovely Appartment – FREE Parking & Very Bright,,Amager Vest,55.63986228691802,12.60136459024757,Entire home/apt,527.0,1,5,3.95,1,117,5,
"Unique Artists Apartment, Flooded With Sunlight.",,sterbro,55.70989290907812,12.563068669223425,Entire home/apt,1200.0,3,0,,1,363,0,
Stor familievilla med have tæt på København,,Vanlse,55.69256663903735,12.468800769888055,Entire home/apt,1464.0,2,3,1.53,1,259,3,
"Inner City 1BR w/ Balcony & W/D, nr Town Sq",,Indre By,55.6769336,12.5700763,Entire home/apt,1123.0,30,0,,16,0,0,
Central Apartment with Large Private Balcony,,Amager Vest,55.668071663223614,12.595461433582887,Entire home/apt,800.0,2,0,,1,267,0,
It's bed n' breakfast if you remove the breakfast,,Valby,55.66420093763756,12.519507966935636,Entire home/apt,420.0,2,2,0.91,1,9,2,
Centralt byhus med hyggelig have,,Valby,55.65935147510678,12.52069652080536,Entire home/apt,1200.0,2,3,1.17,1,316,3,
Cozy terraced house 5 min. to the beach and city,,Amager st,55.65487724069046,12.620331794333248,Entire home/apt,1185.0,90,3,1.5,1,0,3,
Byhus med baghave perfekt til en familieferie,,Vesterbro-Kongens Enghave,55.66790383289428,12.539350253566791,Entire home/apt,1999.0,2,1,0.47,1,0,1,
Skøn central stuelejlighed med altan,,Nrrebro,55.6975904,12.5546373,Entire home/apt,900.0,1,2,0.86,1,0,2,
Family apartment in central Copenhagen,,Indre By,55.67037506941148,12.569484561681747,Entire home/apt,2600.0,4,0,,2,264,0,
Privat hus i ét plan ved roligt område i København,,Vanlse,55.69320532289663,12.469041040494298,Entire home/apt,2000.0,7,2,0.94,1,204,2,
Cozy apartment in Copenhagen,,Bispebjerg,55.70774166785091,12.536300477886687,Entire home/apt,800.0,1,3,2.2,1,3,3,
Boheme-lejlighed med udsigt over havnen og altan,,Vesterbro-Kongens Enghave,55.64567397057221,12.550182845429768,Entire home/apt,1200.0,1,10,4.29,1,77,10,
Cozy Bedroom in modern apartment in Copenhagen,,Valby,55.65242,12.52028,Private room,550.0,2,0,,1,275,0,
Ny lejlighed med udsigt til vandet og aftensol,,Amager Vest,55.65821174000445,12.566941492259502,Entire home/apt,2800.0,3,0,,1,266,0,
Beliggenhed i topklasse!,,Vesterbro-Kongens Enghave,55.6669364,12.5476883,Entire home/apt,650.0,2,4,4.0,1,0,4,
Beautiful & roomy apartment in central Copenhagen,,Indre By,55.681740341102895,12.584199830889702,Entire home/apt,1417.0,1,3,1.32,1,67,3,
Charming apartment  w/ garden & view to the canal,,Indre By,55.67404270027209,12.592961657672133,Entire home/apt,1544.0,2,16,7.06,1,1,16,
Cosy loft appartment in Copenhagen,,sterbro,55.71274102397733,12.57604754973756,Entire home/apt,800.0,2,2,1.13,1,304,2,
"Dejlig, lys lejlighed med altan tæt på vandet.",,sterbro,55.69984119999999,12.5941859,Entire home/apt,1000.0,4,0,,1,359,0,
Cozy studio apartment next to Carlsbergbyen,,Valby,55.660895156257936,12.522931806743143,Entire home/apt,750.0,4,1,0.88,1,23,1,
Skøn og lys lejlighed med central beliggenhed,,Nrrebro,55.690520936021336,12.564304419021015,Entire home/apt,1400.0,3,5,2.08,1,235,5,
Stylish flat in the heart of Amager.,,Amager st,55.64684815268045,12.61708203703165,Entire home/apt,713.0,3,5,4.05,2,8,5,
Traumhafte Wohnung mit Dachterrasse,,Amager Vest,55.62098,12.57281,Entire home/apt,1300.0,1,7,2.73,1,43,7,
Chic duplex with game & wine  lounge in Old Town,,Indre By,55.6765686,12.571795,Entire home/apt,2143.0,3,6,4.86,1,332,6,
Unique apartment with great location,,Frederiksberg,55.672174910923815,12.54332435344475,Entire home/apt,850.0,3,6,2.47,1,32,6,
Skøn lejlighed i København med egen altan,,Nrrebro,55.6935,12.54538,Entire home/apt,1383.0,3,0,,1,46,0,
Cozy apartment in the heart of Copenhagen!,,Vesterbro-Kongens Enghave,55.67133,12.54725,Entire home/apt,1500.0,3,2,1.18,1,357,2,
Egen tagterrasse i hjertet af København.,,Indre By,55.68349075373894,12.570114742394264,Entire home/apt,2800.0,3,8,3.58,1,142,8,
"Skøn lejlighed i Valby.
Tæt på park og off. transp",,Valby,55.66096134709412,12.520198064466038,Entire home/apt,956.0,3,4,2.07,1,8,4,
Hyggelig lejlighed m. god beliggenhed på Amager,,Amager st,55.66641572758765,12.612678446637249,Entire home/apt,850.0,2,6,2.5,1,343,6,
Smuk gæste suite med egen indgang fra gaden,,Indre By,55.69021309953449,12.61419831416595,Private room,600.0,3,9,5.0,1,19,9,
Cozy apartment in a quiet area near Vesterbro,,Vesterbro-Kongens Enghave,55.65525055832648,12.535326609983764,Entire home/apt,658.0,1,0,,1,80,0,
Spacious apartment with perfect location.,,Amager Vest,55.6658816,12.5760434,Entire home/apt,1600.0,2,5,3.0,1,292,5,
Dejlig 2 værelseslejlighed i Valby med altan,,Valby,55.6569426,12.4834346,Entire home/apt,750.0,1,3,1.8,1,299,3,
Apartment with canal view,,Vesterbro-Kongens Enghave,55.64560058629146,12.550237365067003,Entire home/apt,1750.0,1,0,,1,335,0,
